chinese_char,source_syllable,p_syllable_given_char,path
柘,cak,0.0443,direct
柘,cit,0.0443,direct
柘,caṇ,0.0419,direct
柘,ciṣ,0.0419,direct
柯,ka,0.0404,direct
柯,kā,0.0401,direct
柯,kak,0.0289,direct
柯,kau,0.0289,direct
柯,kaṃ,0.0289,direct
栗,kra,0.0092,direct
栗,sro,0.0092,direct
栗,ña,0.0092,direct
栗,ñā,0.0092,direct
栗,śma,0.0092,direct
株,ta,0.2285,lhan_backoff
株,da,0.1125,lhan_backoff
株,ti,0.1037,lhan_backoff
株,ḍa,0.0598,lhan_backoff
株,dha,0.0475,lhan_backoff
根,mak,0.0192,direct
根,mat,0.0192,direct
根,maṃ,0.0192,direct
根,miṃ,0.0192,direct
根,mū,0.0192,direct
桑,sat,0.0225,direct
桑,saṃg,0.0225,direct
桑,sūt,0.0225,direct
桑,sad,0.022,direct
桑,saun,0.022,direct
桓,a,0.2218,lhan_backoff
桓,u,0.1479,lhan_backoff
桓,ā,0.144,lhan_backoff
桓,hā,0.0778,lhan_backoff
桓,i,0.0467,lhan_backoff
梨,lī,0.0852,direct
梨,li,0.0727,direct
梨,ṭī,0.0674,direct
梨,lan,0.0488,direct
梨,le,0.0488,direct
梵,brah,0.2757,direct
梵,vāṃ,0.0833,direct
梵,brāh,0.0752,direct
梵,vast,0.0205,direct
梵,vat,0.0205,direct
棃,kra,0.0092,direct
棃,sro,0.0092,direct
棃,ña,0.0092,direct
棃,ñā,0.0092,direct
棃,śma,0.0092,direct
棄,kra,0.0092,direct
棄,sro,0.0092,direct
棄,ña,0.0092,direct
棄,ñā,0.0092,direct
棄,śma,0.0092,direct
楓,pa,0.134,lhan_backoff
楓,pā,0.1275,lhan_backoff
楓,pu,0.0752,lhan_backoff
楓,pi,0.0523,lhan_backoff
楓,bha,0.0425,lhan_backoff
楞,rad,0.0276,direct
楞,raj,0.0276,direct
楞,rañ,0.0276,direct
楞,raṃ,0.0276,direct
楞,raṅ,0.0276,direct
業,kra,0.0092,direct
業,sro,0.0092,direct
業,ña,0.0092,direct
業,ñā,0.0092,direct
業,śma,0.0092,direct
槃,pas,0.0206,direct
槃,paṃ,0.0206,direct
槃,pit,0.0206,direct
槃,put,0.0206,direct
槃,puṣ,0.0206,direct
樓,ru,0.1155,direct
樓,ro,0.0451,direct
樓,rad,0.036,direct
樓,raj,0.036,direct
樓,rañ,0.036,direct
樞,kra,0.0092,direct
樞,sro,0.0092,direct
樞,ña,0.0092,direct
樞,ñā,0.0092,direct
樞,śma,0.0092,direct
樹,jur,0.1696,direct
樹,jai,0.0504,direct
樹,jam,0.0504,direct
樹,jo,0.0504,direct
樹,ji,0.0474,direct
檀,dan,0.1152,direct
檀,dā,0.0803,direct
檀,dar,0.0436,direct
檀,deḥ,0.0436,direct
檀,dit,0.0436,direct
權,ka,0.3398,lhan_backoff
權,ga,0.145,lhan_backoff
權,ku,0.0844,lhan_backoff
權,kā,0.039,lhan_backoff
權,kha,0.0368,lhan_backoff
欝,an,0.0197,direct
欝,e,0.0197,direct
欝,iṣ,0.0197,direct
欝,om,0.0197,direct
欝,ḹ,0.0197,direct
欵,ka,0.3398,lhan_backoff
欵,ga,0.145,lhan_backoff
欵,ku,0.0844,lhan_backoff
欵,kā,0.039,lhan_backoff
欵,kha,0.0368,lhan_backoff
歌,kak,0.0223,direct
歌,kau,0.0223,direct
歌,kaṃ,0.0223,direct
歌,kum,0.0223,direct
歌,kun,0.0223,direct
止,kra,0.0092,direct
止,sro,0.0092,direct
止,ña,0.0092,direct
止,ñā,0.0092,direct
止,śma,0.0092,direct
正,da,0.0471,direct
正,dan,0.0349,direct
正,dar,0.0349,direct
正,deḥ,0.0349,direct
正,dit,0.0349,direct
步,bhū,0.1412,direct
步,bhaṅ,0.0463,direct
步,bhuk,0.0463,direct
步,bhās,0.0463,direct
步,bhe,0.0435,direct
死,kra,0.0092,direct
死,sro,0.0092,direct
死,ña,0.0092,direct
死,ñā,0.0092,direct
死,śma,0.0092,direct
殊,juś,0.2105,direct
殊,jo,0.1382,direct
殊,jur,0.11,direct
殊,jai,0.0524,direct
殊,jam,0.0524,direct
殟,an,0.0197,direct
殟,e,0.0197,direct
殟,iṣ,0.0197,direct
殟,om,0.0197,direct
殟,ḹ,0.0197,direct
殺,ṣas,0.1528,direct
殺,ṣat,0.0646,direct
殺,ṣuṇ,0.0646,direct
殺,ṣad,0.061,direct
殺,ṣe,0.061,direct
母,kra,0.0092,direct
母,sro,0.0092,direct
母,ña,0.0092,direct
母,ñā,0.0092,direct
母,śma,0.0092,direct
比,bhik,0.1987,direct
比,bṛ,0.0613,direct
比,bhi,0.0525,direct
比,bhaṅ,0.0363,direct
比,bhuk,0.0363,direct
毗,vai,0.108,direct
毗,vast,0.0319,direct
毗,vat,0.0319,direct
毗,vī,0.0319,direct
毗,vaj,0.0307,direct
毘,bhī,0.0487,direct
毘,vai,0.0421,direct
毘,viś,0.0411,direct
毘,vi,0.0403,direct
毘,vyā,0.0395,direct
氏,ji,0.1956,direct
氏,jai,0.0492,direct
氏,jam,0.0492,direct
氏,jo,0.0492,direct
氏,juś,0.0463,direct
民,bi,0.1365,direct
民,bim,0.0428,direct
民,be,0.0396,direct
民,bār,0.0396,direct
民,bū,0.0396,direct
氷,piṅ,0.2098,direct
氷,pas,0.022,direct
氷,paṃ,0.022,direct
氷,pit,0.022,direct
氷,put,0.022,direct
永,va,0.3273,lhan_backoff
永,vi,0.1455,lhan_backoff
永,ve,0.1,lhan_backoff
永,vai,0.0909,lhan_backoff
永,vā,0.0818,lhan_backoff
求,kra,0.0092,direct
求,sro,0.0092,direct
求,ña,0.0092,direct
求,ñā,0.0092,direct
求,śma,0.0092,direct
汗,kra,0.0092,direct
汗,sro,0.0092,direct
汗,ña,0.0092,direct
汗,ñā,0.0092,direct
汗,śma,0.0092,direct
池,kra,0.0092,direct
池,sro,0.0092,direct
池,ña,0.0092,direct
池,ñā,0.0092,direct
池,śma,0.0092,direct
沈,ta,0.2285,lhan_backoff
沈,da,0.1125,lhan_backoff
沈,ti,0.1037,lhan_backoff
沈,ḍa,0.0598,lhan_backoff
沈,dha,0.0475,lhan_backoff
沒,kra,0.0092,direct
沒,sro,0.0092,direct
沒,ña,0.0092,direct
沒,ñā,0.0092,direct
沒,śma,0.0092,direct
沓,ta,0.2285,lhan_backoff
沓,da,0.1125,lhan_backoff
沓,ti,0.1037,lhan_backoff
沓,ḍa,0.0598,lhan_backoff
沓,dha,0.0475,lhan_backoff
沙,ṣa,0.1382,direct
沙,ṣā,0.0857,direct
沙,ṣad,0.0742,direct
沙,ṣas,0.0703,direct
沙,ṣat,0.0649,direct
河,nim,0.0264,direct
河,nir,0.0264,direct
河,nur,0.0264,direct
河,nai,0.0258,direct
河,nak,0.0258,direct
法,kra,0.0092,direct
法,sro,0.0092,direct
法,ña,0.0092,direct
法,ñā,0.0092,direct
法,śma,0.0092,direct
波,pā,0.0599,direct
波,pa,0.0486,direct
波,pādh,0.0337,direct
波,pra,0.0332,direct
波,pas,0.0292,direct
泥,nim,0.0203,direct
泥,nir,0.0203,direct
泥,nur,0.0203,direct
泥,nai,0.0199,direct
泥,nak,0.0199,direct
注,cū,0.1862,direct
注,cak,0.0466,direct
注,cit,0.0466,direct
注,caṇ,0.0441,direct
注,ciṣ,0.0441,direct
泮,pha,0.2122,direct
泮,phi,0.0826,direct
泮,pas,0.0146,direct
泮,paṃ,0.0146,direct
泮,pit,0.0146,direct
洗,sa,0.1126,lhan_backoff
洗,ṣa,0.0852,lhan_backoff
洗,su,0.0852,lhan_backoff
洗,ṣi,0.0797,lhan_backoff
洗,saṃ,0.0797,lhan_backoff
洛,ra,0.0506,direct
洛,ro,0.0416,direct
洛,la,0.0341,direct
洛,rā,0.0339,direct
洛,rad,0.0249,direct
洴,pa,0.134,lhan_backoff
洴,pā,0.1275,lhan_backoff
洴,pu,0.0752,lhan_backoff
洴,pi,0.0523,lhan_backoff
洴,bha,0.0425,lhan_backoff
洹,a,0.2218,lhan_backoff
洹,u,0.1479,lhan_backoff
洹,ā,0.144,lhan_backoff
洹,hā,0.0778,lhan_backoff
洹,i,0.0467,lhan_backoff
活,ka,0.3398,lhan_backoff
活,ga,0.145,lhan_backoff
活,ku,0.0844,lhan_backoff
活,kā,0.039,lhan_backoff
活,kha,0.0368,lhan_backoff
浮,bu,0.1784,direct
浮,bhū,0.0881,direct
浮,bū,0.0813,direct
浮,bud,0.059,direct
浮,bim,0.0208,direct
涅,na,0.3581,lhan_backoff
涅,ṇa,0.1092,lhan_backoff
涅,nā,0.1048,lhan_backoff
涅,ni,0.0873,lhan_backoff
涅,nī,0.0786,lhan_backoff
涸,hoḥ,0.1621,direct
涸,hatt,0.0405,direct
涸,has,0.0384,direct
涸,hat,0.0384,direct
涸,haṃ,0.0384,direct
淑,ca,0.1805,lhan_backoff
淑,ja,0.0977,lhan_backoff
淑,cā,0.0752,lhan_backoff
淑,jā,0.0677,lhan_backoff
淑,cī,0.0677,lhan_backoff
深,sa,0.1126,lhan_backoff
深,ṣa,0.0852,lhan_backoff
深,su,0.0852,lhan_backoff
深,ṣi,0.0797,lhan_backoff
深,saṃ,0.0797,lhan_backoff
渝,yus,0.1401,direct
渝,yan,0.0346,direct
渝,yast,0.0346,direct
渝,yaḥ,0.0346,direct
渝,yut,0.0346,direct
渠,ka,0.3398,lhan_backoff
渠,ga,0.145,lhan_backoff
渠,ku,0.0844,lhan_backoff
渠,kā,0.039,lhan_backoff
渠,kha,0.0368,lhan_backoff
渴,kha,0.1833,direct
渴,khak,0.1057,direct
渴,khā,0.0965,direct
渴,kra,0.0057,direct
渴,sro,0.0057,direct
湖,ka,0.3398,lhan_backoff
湖,ga,0.145,lhan_backoff
湖,ku,0.0844,lhan_backoff
湖,kā,0.039,lhan_backoff
湖,kha,0.0368,lhan_backoff
湯,ya,0.6259,lhan_backoff
湯,yā,0.0863,lhan_backoff
湯,yan,0.0576,lhan_backoff
湯,yak,0.0432,lhan_backoff
湯,yu,0.036,lhan_backoff
溜,rad,0.0186,direct
溜,raj,0.0186,direct
溜,rañ,0.0186,direct
溜,raṃ,0.0186,direct
溜,raṅ,0.0186,direct
滑,a,0.2218,lhan_backoff
滑,u,0.1479,lhan_backoff
滑,ā,0.144,lhan_backoff
滑,hā,0.0778,lhan_backoff
滑,i,0.0467,lhan_backoff
滼,bha,0.1131,direct
滼,bhaṅ,0.0474,direct
滼,bhuk,0.0474,direct
滼,bhās,0.0474,direct
滼,bhe,0.0446,direct
滿,mak,0.0192,direct
滿,mat,0.0192,direct
滿,maṃ,0.0192,direct
滿,miṃ,0.0192,direct
滿,mū,0.0192,direct
演,yaj,0.126,direct
演,yan,0.035,direct
演,yast,0.035,direct
演,yaḥ,0.035,direct
演,yut,0.035,direct
漚,ut,0.0561,direct
漚,u,0.0422,direct
漚,an,0.0257,direct
漚,e,0.0257,direct
漚,iṣ,0.0257,direct
漢,kra,0.0092,direct
漢,sro,0.0092,direct
漢,ña,0.0092,direct
漢,ñā,0.0092,direct
漢,śma,0.0092,direct
漫,ban,0.1237,direct
漫,man,0.0363,direct
漫,maṇ,0.0351,direct
漫,bim,0.0341,direct
漫,be,0.0315,direct
潘,pa,0.134,lhan_backoff
潘,pā,0.1275,lhan_backoff
潘,pu,0.0752,lhan_backoff
潘,pi,0.0523,lhan_backoff
潘,bha,0.0425,lhan_backoff
濫,rad,0.0276,direct
濫,raj,0.0276,direct
濫,rañ,0.0276,direct
濫,raṃ,0.0276,direct
濫,raṅ,0.0276,direct
灑,ṣā,0.128,direct
灑,ṣa,0.1097,direct
灑,ṣat,0.0597,direct
灑,ṣuṇ,0.0597,direct
灑,ṣad,0.0564,direct
炎,ya,0.6259,lhan_backoff
炎,yā,0.0863,lhan_backoff
炎,yan,0.0576,lhan_backoff
炎,yak,0.0432,lhan_backoff
炎,yu,0.036,lhan_backoff
烏,u,0.088,direct
烏,uc,0.0535,direct
烏,an,0.0328,direct
烏,e,0.0328,direct
烏,iṣ,0.0328,direct
烟,a,0.2218,lhan_backoff
烟,u,0.1479,lhan_backoff
烟,ā,0.144,lhan_backoff
烟,hā,0.0778,lhan_backoff
烟,i,0.0467,lhan_backoff
無,kra,0.0092,direct
無,sro,0.0092,direct
無,ña,0.0092,direct
無,ñā,0.0092,direct
無,śma,0.0092,direct
然,a,0.2218,lhan_backoff
然,u,0.1479,lhan_backoff
然,ā,0.144,lhan_backoff
然,hā,0.0778,lhan_backoff
然,i,0.0467,lhan_backoff
煖,a,0.2218,lhan_backoff
煖,u,0.1479,lhan_backoff
煖,ā,0.144,lhan_backoff
煖,hā,0.0778,lhan_backoff
煖,i,0.0467,lhan_backoff
照,ca,0.1805,lhan_backoff
照,ja,0.0977,lhan_backoff
照,cā,0.0752,lhan_backoff
照,jā,0.0677,lhan_backoff
照,cī,0.0677,lhan_backoff
煩,kra,0.0092,direct
煩,sro,0.0092,direct
煩,ña,0.0092,direct
煩,ñā,0.0092,direct
煩,śma,0.0092,direct
爛,kra,0.0092,direct
爛,sro,0.0092,direct
爛,ña,0.0092,direct
爛,ñā,0.0092,direct
爛,śma,0.0092,direct
爲,va,0.3273,lhan_backoff
爲,vi,0.1455,lhan_backoff
爲,ve,0.1,lhan_backoff
爲,vai,0.0909,lhan_backoff
爲,vā,0.0818,lhan_backoff
爾,ji,0.1496,direct
爾,ṇi,0.1372,direct
爾,jai,0.0377,direct
爾,jam,0.0377,direct
爾,jo,0.0377,direct
牙,ga,0.4653,lhan_backoff
牙,gha,0.0694,lhan_backoff
牙,ghā,0.0694,lhan_backoff
牙,gā,0.0625,lhan_backoff
牙,gu,0.0556,lhan_backoff
牟,mu,0.1431,direct
牟,muḥ,0.0484,direct
牟,mak,0.0348,direct
牟,mat,0.0348,direct
牟,maṃ,0.0348,direct
物,mu,0.1341,direct
物,mak,0.024,direct
物,mat,0.024,direct
物,maṃ,0.024,direct
物,miṃ,0.024,direct
特,thu,0.3366,direct
特,tha,0.1446,direct
特,thā,0.0508,direct
犁,di,0.101,direct
犁,dan,0.0334,direct
犁,dar,0.0334,direct
犁,deḥ,0.0334,direct
犁,dit,0.0334,direct
犍,gan,0.1207,direct
犍,gī,0.0321,direct
犍,gar,0.0308,direct
犍,gañ,0.0308,direct
犍,gaḥ,0.0308,direct
狐,a,0.2218,lhan_backoff
狐,u,0.1479,lhan_backoff
狐,ā,0.144,lhan_backoff
狐,hā,0.0778,lhan_backoff
狐,i,0.0467,lhan_backoff
猭,hrīḥ,0.5004,direct
率,ṣi,0.1844,direct
率,ṣat,0.0761,direct
率,ṣuṇ,0.0761,direct
率,ṣad,0.072,direct
率,ṣe,0.072,direct
玉,ga,0.4653,lhan_backoff
玉,gha,0.0694,lhan_backoff
玉,ghā,0.0694,lhan_backoff
玉,gā,0.0625,lhan_backoff
玉,gu,0.0556,lhan_backoff
王,kra,0.0092,direct
王,sro,0.0092,direct
王,ña,0.0092,direct
王,ñā,0.0092,direct
王,śma,0.0092,direct
珊,saṃ,0.1075,direct
珊,sat,0.0318,direct
珊,saṃg,0.0318,direct
珊,sūt,0.0318,direct
珊,sad,0.0311,direct
珍,kra,0.0092,direct
珍,sro,0.0092,direct
珍,ña,0.0092,direct
珍,ñā,0.0092,direct
珍,śma,0.0092,direct
珠,ca,0.1805,lhan_backoff
珠,ja,0.0977,lhan_backoff
珠,cā,0.0752,lhan_backoff
珠,jā,0.0677,lhan_backoff
珠,cī,0.0677,lhan_backoff
班,paṇ,0.0648,direct
班,pan,0.0594,direct
班,pas,0.0251,direct
班,paṃ,0.0251,direct
班,pit,0.0251,direct
理,li,0.0982,direct
理,lan,0.0329,direct
理,le,0.0329,direct
理,lak,0.0319,direct
理,lum,0.0319,direct
琉,rad,0.0186,direct
琉,raj,0.0186,direct
琉,rañ,0.0186,direct
琉,raṃ,0.0186,direct
琉,raṅ,0.0186,direct
瑜,yo,0.2747,direct
瑜,yan,0.0291,direct
瑜,yast,0.0291,direct
瑜,yaḥ,0.0291,direct
瑜,yut,0.0291,direct
瑟,ṣi,0.2218,direct
瑟,ṣa,0.0547,direct
瑟,kṣa,0.0482,direct
瑟,kṣan,0.0482,direct
瑟,kṣud,0.0482,direct
瓶,pa,0.134,lhan_backoff
瓶,pā,0.1275,lhan_backoff
瓶,pu,0.0752,lhan_backoff
瓶,pi,0.0523,lhan_backoff
瓶,bha,0.0425,lhan_backoff
甄,ca,0.1805,lhan_backoff
甄,ja,0.0977,lhan_backoff
甄,cā,0.0752,lhan_backoff
甄,jā,0.0677,lhan_backoff
甄,cī,0.0677,lhan_backoff
甌,a,0.2218,lhan_backoff
甌,u,0.1479,lhan_backoff
甌,ā,0.144,lhan_backoff
甌,hā,0.0778,lhan_backoff
甌,i,0.0467,lhan_backoff
生,kra,0.0092,direct
生,sro,0.0092,direct
生,ña,0.0092,direct
生,ñā,0.0092,direct
生,śma,0.0092,direct
田,dhyā,0.4039,direct
田,kra,0.0055,direct
田,sro,0.0055,direct
田,ña,0.0055,direct
田,ñā,0.0055,direct
由,yu,0.1574,direct
由,yan,0.0448,direct
由,yast,0.0448,direct
由,yaḥ,0.0448,direct
由,yut,0.0448,direct
申,sa,0.1126,lhan_backoff
申,ṣa,0.0852,lhan_backoff
申,su,0.0852,lhan_backoff
申,ṣi,0.0797,lhan_backoff
申,saṃ,0.0797,lhan_backoff
界,kra,0.0092,direct
界,sro,0.0092,direct
界,ña,0.0092,direct
界,ñā,0.0092,direct
界,śma,0.0092,direct
畔,kra,0.0092,direct
畔,sro,0.0092,direct
畔,ña,0.0092,direct
畔,ñā,0.0092,direct
畔,śma,0.0092,direct
留,ru,0.0834,direct
留,lo,0.0525,direct
留,rad,0.0283,direct
留,raj,0.0283,direct
留,rañ,0.0283,direct
畢,pas,0.0206,direct
畢,paṃ,0.0206,direct
畢,pit,0.0206,direct
畢,put,0.0206,direct
畢,puṣ,0.0206,direct
異,kra,0.0092,direct
異,sro,0.0092,direct
異,ña,0.0092,direct
異,ñā,0.0092,direct
異,śma,0.0092,direct
當,ta,0.2285,lhan_backoff
當,da,0.1125,lhan_backoff
當,ti,0.1037,lhan_backoff
當,ḍa,0.0598,lhan_backoff
當,dha,0.0475,lhan_backoff
的,ta,0.2285,lhan_backoff
的,da,0.1125,lhan_backoff
的,ti,0.1037,lhan_backoff
的,ḍa,0.0598,lhan_backoff
的,dha,0.0475,lhan_backoff
皆,kak,0.0156,direct
皆,kau,0.0156,direct
皆,kaṃ,0.0156,direct
皆,kum,0.0156,direct
皆,kun,0.0156,direct
皋,ka,0.3398,lhan_backoff
皋,ga,0.145,lhan_backoff
皋,ku,0.0844,lhan_backoff
皋,kā,0.039,lhan_backoff
皋,kha,0.0368,lhan_backoff
盎,ṅa,0.1175,direct
盎,aṅ,0.0672,direct
盎,aṃ,0.0499,direct
盎,ṅan,0.0451,direct
盎,an,0.0242,direct
盡,ca,0.1805,lhan_backoff
盡,ja,0.0977,lhan_backoff
盡,cā,0.0752,lhan_backoff
盡,jā,0.0677,lhan_backoff
盡,cī,0.0677,lhan_backoff
盤,ban,0.1882,direct
盤,bim,0.0518,direct
盤,be,0.0479,direct
盤,bār,0.0479,direct
盤,bū,0.0479,direct
盧,ru,0.0862,direct
盧,ro,0.0551,direct
盧,rud,0.0376,direct
盧,lo,0.0365,direct
盧,rad,0.0309,direct
目,muk,0.0561,direct
目,mu,0.0542,direct
目,vṛt,0.042,direct
目,mak,0.0276,direct
目,mat,0.0276,direct
相,jñā,0.1435,direct
相,kra,0.0079,direct
相,sro,0.0079,direct
相,ña,0.0079,direct
相,ñā,0.0079,direct
省,sa,0.1126,lhan_backoff
省,ṣa,0.0852,lhan_backoff
省,su,0.0852,lhan_backoff
省,ṣi,0.0797,lhan_backoff
省,saṃ,0.0797,lhan_backoff
眉,kra,0.0092,direct
眉,sro,0.0092,direct
眉,ña,0.0092,direct
眉,ñā,0.0092,direct
眉,śma,0.0092,direct
眞,ca,0.1805,lhan_backoff
眞,ja,0.0977,lhan_backoff
眞,cā,0.0752,lhan_backoff
眞,jā,0.0677,lhan_backoff
眞,cī,0.0677,lhan_backoff
真,ciṣ,0.1675,direct
真,ci,0.1316,direct
真,cak,0.0419,direct
真,cit,0.0419,direct
真,caṇ,0.0396,direct
眾,kra,0.0092,direct
眾,sro,0.0092,direct
眾,ña,0.0092,direct
眾,ñā,0.0092,direct
眾,śma,0.0092,direct
睹,tu,0.139,direct
睹,tam,0.0334,direct
睹,tañ,0.0334,direct
睹,tuj,0.0334,direct
睹,tāj,0.0334,direct
睺,hu,0.1813,direct
睺,ho,0.1015,direct
睺,hatt,0.0472,direct
睺,has,0.0446,direct
睺,hat,0.0446,direct
瞞,mak,0.0192,direct
瞞,mat,0.0192,direct
瞞,maṃ,0.0192,direct
瞞,miṃ,0.0192,direct
瞞,mū,0.0192,direct
瞻,cam,0.1703,direct
瞻,cak,0.0473,direct
瞻,cit,0.0473,direct
瞻,caṇ,0.0447,direct
瞻,ciṣ,0.0447,direct
瞿,go,0.1507,direct
瞿,gu,0.1131,direct
瞿,guh,0.0698,direct
瞿,gī,0.0286,direct
瞿,gar,0.0275,direct
知,tam,0.0258,direct
知,tañ,0.0258,direct
知,tuj,0.0258,direct
知,tāj,0.0258,direct
知,tatk,0.0253,direct
矩,kak,0.0156,direct
矩,kau,0.0156,direct
矩,kaṃ,0.0156,direct
矩,kum,0.0156,direct
矩,kun,0.0156,direct
石,ca,0.1805,lhan_backoff
石,ja,0.0977,lhan_backoff
石,cā,0.0752,lhan_backoff
石,jā,0.0677,lhan_backoff
石,cī,0.0677,lhan_backoff
砢,la,0.048,direct
砢,lan,0.0342,direct
砢,le,0.0342,direct
砢,lak,0.0332,direct
砢,lum,0.0332,direct
破,pha,0.3258,direct
破,phi,0.1269,direct
破,kra,0.0051,direct
破,sro,0.0051,direct
破,ña,0.0051,direct
碪,dhāṃ,0.2003,direct
碪,dhu,0.0501,direct
碪,dhuś,0.0501,direct
碪,dhān,0.0501,direct
碪,dhār,0.0474,direct
磨,ma,0.0756,direct
磨,mā,0.0544,direct
磨,mak,0.0284,direct
磨,mat,0.0284,direct
磨,maṃ,0.0284,direct
社,jha,0.4604,direct
祀,jur,0.1696,direct
祀,jai,0.0504,direct
祀,jam,0.0504,direct
祀,jo,0.0504,direct
祀,ji,0.0474,direct
祇,kra,0.0092,direct
祇,sro,0.0092,direct
祇,ña,0.0092,direct
祇,ñā,0.0092,direct
祇,śma,0.0092,direct
祖,kra,0.0092,direct
祖,sro,0.0092,direct
祖,ña,0.0092,direct
祖,ñā,0.0092,direct
祖,śma,0.0092,direct
祗,kra,0.0092,direct
祗,sro,0.0092,direct
祗,ña,0.0092,direct
祗,ñā,0.0092,direct
祗,śma,0.0092,direct
神,kra,0.0092,direct
神,sro,0.0092,direct
神,ña,0.0092,direct
神,ñā,0.0092,direct
神,śma,0.0092,direct
祭,yaj,0.1214,direct
祭,ya,0.0476,direct
祭,yan,0.0337,direct
祭,yast,0.0337,direct
祭,yaḥ,0.0337,direct
祿,ra,0.3703,lhan_backoff
祿,la,0.1698,lhan_backoff
祿,rī,0.0849,lhan_backoff
祿,ru,0.0825,lhan_backoff
祿,rā,0.0684,lhan_backoff
禁,kak,0.0156,direct
禁,kau,0.0156,direct
禁,kaṃ,0.0156,direct
禁,kum,0.0156,direct
禁,kun,0.0156,direct
禄,ra,0.3703,lhan_backoff
禄,la,0.1698,lhan_backoff
禄,rī,0.0849,lhan_backoff
禄,ru,0.0825,lhan_backoff
禄,rā,0.0684,lhan_backoff
禪,kra,0.0092,direct
禪,sro,0.0092,direct
禪,ña,0.0092,direct
禪,ñā,0.0092,direct
禪,śma,0.0092,direct
禮,kra,0.0092,direct
禮,sro,0.0092,direct
禮,ña,0.0092,direct
禮,ñā,0.0092,direct
禮,śma,0.0092,direct
禰,deḥ,0.1371,direct
禰,dan,0.0324,direct
禰,dar,0.0324,direct
禰,dit,0.0324,direct
禰,dum,0.0324,direct
私,si,0.0888,direct
私,ṣam,0.0781,direct
私,sat,0.024,direct
私,saṃg,0.024,direct
私,sūt,0.024,direct
秃,ta,0.2285,lhan_backoff
秃,da,0.1125,lhan_backoff
秃,ti,0.1037,lhan_backoff
秃,ḍa,0.0598,lhan_backoff
秃,dha,0.0475,lhan_backoff
秣,mak,0.0192,direct
秣,mat,0.0192,direct
秣,maṃ,0.0192,direct
秣,miṃ,0.0192,direct
秣,mū,0.0192,direct
稚,ta,0.2285,lhan_backoff
稚,da,0.1125,lhan_backoff
稚,ti,0.1037,lhan_backoff
稚,ḍa,0.0598,lhan_backoff
稚,dha,0.0475,lhan_backoff
稽,ka,0.3398,lhan_backoff
稽,ga,0.145,lhan_backoff
稽,ku,0.0844,lhan_backoff
稽,kā,0.039,lhan_backoff
稽,kha,0.0368,lhan_backoff
穆,mak,0.0192,direct
穆,mat,0.0192,direct
穆,maṃ,0.0192,direct
穆,miṃ,0.0192,direct
